Node 42516296 has an unrecognised tag 'barrier' = 'fence' (in tagging rules); ignoring it.
Way 221157083 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221300969 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221436297 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221440478 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221440480 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221444646 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221444653 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221444654 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221446580 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221446581 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221446688 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221446689 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221449406 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221449409 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221450441 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221450444 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221450445 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221450446 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221450448 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221450449 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221450860 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221450861 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221450865 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221453111 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221453113 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221453118 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221453119 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221453798 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221453799 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221453802 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221453807 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221453951 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221455441 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221455446 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221568251 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221568679 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221568680 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221568683 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221569410 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221569415 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221569417 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221569419 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221570523 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221570530 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221571174 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221571175 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221573511 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221573513 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221577887 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221577894 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221583049 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221583060 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221583065 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221584050 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221585907 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221585916 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221586640 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221589648 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221595213 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221595432 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221595433 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221595434 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221596664 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221596668 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221597281 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221597282 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221597959 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221599847 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221599848 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221600627 has only one node.
Way 221601325 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221601326 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221602115 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221602116 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221602117 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221602118 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221602119 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221602121 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221603136 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221604539 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221605482 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221605483 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221605485 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221607366 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221607367 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221607369 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221607739 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221607742 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221608277 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221608279 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221686585 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221686591 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221686593 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221686900 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221686901 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221687096 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221687786 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221687795 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221688253 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221688254 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221688754 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221689135 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221689139 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221689146 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221689270 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221689273 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221689274 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221690293 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221694585 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221694587 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221694588 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221694589 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221696378 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221696381 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221696383 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221696384 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221696386 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221696387 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221696388 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221697431 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221698685 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221698687 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221698688 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221698693 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221698695 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221720837 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221720839 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221720843 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221723367 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221725599 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221725602 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221726015 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221726018 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221731900 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221747611 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221747612 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221747613 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221747614 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221753932 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221753935 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221753936 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221753938 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221753941 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221753944 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221753949 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221759319 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221759320 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221759329 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221759330 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221759332 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221777096 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221777100 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221788474 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221788477 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221788478 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221788479 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221795717 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221795719 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221795721 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 221795724 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 222246285 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 222246978 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 222247844 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 222247847 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 222247849 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 222248831 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 222248832 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 222248833 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 222251431 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 222251962 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 222251964 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 222251967 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 222251972 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
